magnification,detector,image_path,tile_x,tile_y,pitch_1d_um,n_grooves,sd_grooves_um,profile_height,pitch_fft_um,fft_peak_freq,fft_snr,fft_quality,fft_peak_width_fwhm
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y000.png,0,0,1.646248,9,0.011761,0.184611,1.6442968042003905,0.00811042140684885,260.4888476625908,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y001.png,0,1,1.646248,9,0.009688,0.173944,1.6419805316211686,0.008121862435745867,311.3588051339334,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y002.png,0,2,1.641802,9,0.014057,0.149794,1.6428618311230043,0.008117505530507094,346.96767052346706,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y003.png,0,3,1.641802,9,0.008014,0.14566,1.646897803867966,0.008097612352556856,356.25296148107407,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y004.png,0,4,1.641802,9,0.014057,0.1535,1.6397523919905053,0.008132898640758451,276.75214838811235,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y005.png,0,5,1.645655,10,0.015654,0.153752,1.6486514266326355,0.008088999156867628,369.0684121433926,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y006.png,0,6,1.641802,9,0.022558,0.153015,1.6413256945266763,0.008125102802247791,263.91804137735375,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y007.png,0,7,1.644321,10,0.033295,0.153049,1.6468299802563142,0.008097945847405802,332.945837514324,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y008.png,0,8,1.647729,9,0.01899,0.160843,1.6398482055515111,0.008132423449227044,305.5935091788272,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y009.png,0,9,1.643284,9,0.016028,0.148245,1.64241275124541,0.00811972507512963,310.47921302900227,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y010.png,0,10,1.646248,9,0.01899,0.15531,1.6428183535158114,0.008117720362363632,364.97948794189546,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y011.png,0,11,1.644766,9,0.013336,0.151305,1.6458374292340947,0.008102829455158278,346.3892661773549,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y012.png,0,12,1.647729,9,0.009688,0.139804,1.6436730809989164,0.008113499061440668,280.7798114781796,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y013.png,0,13,1.643284,9,0.027312,0.147284,1.6415598113997207,0.008123944011902159,340.1977714690895,sub-bin,0.984375
400,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag400_SED-BED/BED-S/Grp_002_BED-S_X000_Y014.png,0,14,1.637357,9,0.018596,0.149431,1.6409694866572735,0.008126866531300281,312.49914436915674,sub-bin,0.984375
