"magnification","image_path","tile_x","tile_y","local_pitch_um"
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y000.png",0,0,1.65513833111111
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y001.png",0,1,1.65069301777778
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y002.png",0,2,1.65810187333333
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y003.png",0,3,1.648322184
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y004.png",0,4,1.649655778
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y005.png",0,5,1.64772947555556
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y006.png",0,6,1.64476593333333
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y007.png",0,7,1.64624770444444
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y008.png",0,8,1.64921124666667
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y009.png",0,9,1.64624770444444
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y000.png",1,0,1.65069301777778
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y001.png",1,1,1.64921124666667
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y002.png",1,2,1.64921124666667
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y003.png",1,3,1.64698859
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y004.png",1,4,1.645654996
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y005.png",1,5,1.64476593333333
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y006.png",1,6,1.64772947555556
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y007.png",1,7,1.64476593333333
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y008.png",1,8,1.64772947555556
750,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y009.png",1,9,1.64328416222222
