magnification,detector,image_path,tile_x,tile_y,pitch_1d_um,n_grooves,sd_grooves_um,profile_height,pitch_fft_um,fft_peak_freq,fft_snr,fft_quality,fft_peak_width_fwhm
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y000.png,0,0,1.650693,9,0.008891,0.264686,1.6525817498260325,0.008069761148822971,217.82388419216693,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y001.png,0,1,1.644766,9,0.01886,0.296166,1.6519424687498778,0.008072884045466844,238.4436059175483,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y002.png,0,2,1.650693,9,0.014575,0.324697,1.649251004323229,0.008086058438068018,245.15498090771817,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y003.png,0,3,1.643284,9,0.02085,0.301377,1.6445294301284108,0.008109274152034288,250.8081323702972,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y004.png,0,4,1.644766,9,0.021086,0.328944,1.6457260885619682,0.008103377647523904,251.51220486421627,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y005.png,0,5,1.646248,9,0.020127,0.313108,1.6472753296510343,0.008095756525914306,265.38399686515555,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y006.png,0,6,1.644766,9,0.017642,0.317796,1.6461226786675665,0.008101425351113327,259.57062292031327,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y007.png,0,7,1.641802,9,0.03159,0.282759,1.6421636819257306,0.0081209566054714,236.7369653968205,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y008.png,0,8,1.644321,10,0.050313,0.296049,1.6452129689756796,0.008105904980984343,207.4462234884171,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y009.png,0,9,1.845361,8,0.590964,0.294662,1.6411469432492822,0.008125987776326947,225.63775466625225,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y010.png,0,10,1.637357,9,0.019755,0.295603,1.6403538231371808,0.008129916736192306,219.76626178851208,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y011.png,0,11,1.635875,9,0.020004,0.276258,1.6336452728726416,0.008163302169356361,223.77476660012263,sub-bin,0.984375
500,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y012.png,0,12,1.637357,9,0.014575,0.305299,1.6357006802546632,0.00815304423418331,191.41904787680392,sub-bin,0.984375
