"magnification","image_path","tile_x","tile_y","local_pitch_um"
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X000_Y000.png",0,0,1.64624770444444
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X000_Y001.png",0,1,1.642987808
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X000_Y002.png",0,2,1.645654996
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X000_Y003.png",0,3,1.64328416222222
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X000_Y004.png",0,4,1.64476593333333
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X000_Y005.png",0,5,1.64476593333333
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X000_Y006.png",0,6,1.64476593333333
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X000_Y007.png",0,7,1.64032062
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X001_Y000.png",1,0,1.64328416222222
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X001_Y001.png",1,1,1.64624770444444
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X001_Y002.png",1,2,1.644321402
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X001_Y003.png",1,3,1.641654214
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X001_Y004.png",1,4,1.64328416222222
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X001_Y005.png",1,5,1.63735707777778
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X001_Y006.png",1,6,1.63883884888889
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X001_Y007.png",1,7,1.63735707777778
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X002_Y000.png",2,0,1.64180239111111
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X002_Y001.png",2,1,1.64180239111111
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X002_Y002.png",2,2,1.644321402
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X002_Y003.png",2,3,1.645654996
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X002_Y004.png",2,4,1.64624770444444
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X002_Y005.png",2,5,1.64476593333333
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X002_Y006.png",2,6,1.64180239111111
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X002_Y007.png",2,7,1.63883884888889
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X003_Y000.png",3,0,1.64624770444444
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X003_Y001.png",3,1,1.64180239111111
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X003_Y002.png",3,2,1.64180239111111
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X003_Y003.png",3,3,1.64032062
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X003_Y004.png",3,4,1.64180239111111
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X003_Y005.png",3,5,1.637653432
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X003_Y006.png",3,6,1.64624770444444
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X003_Y007.png",3,7,1.8520286675
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X004_Y000.png",4,0,1.64772947555556
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X004_Y001.png",4,1,1.64328416222222
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X004_Y002.png",4,2,1.478955746
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X004_Y003.png",4,3,1.64180239111111
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X004_Y004.png",4,4,1.637653432
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X004_Y005.png",4,5,1.648322184
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X004_Y006.png",4,6,1.8386927275
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X004_Y007.png",4,7,1.63587530666667
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X005_Y000.png",5,0,1.64476593333333
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X005_Y001.png",5,1,1.64624770444444
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X005_Y002.png",5,2,1.64476593333333
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X005_Y003.png",5,3,1.556304198
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X005_Y004.png",5,4,1.64180239111111
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X005_Y005.png",5,5,1.52029716
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X005_Y006.png",5,6,1.64032062
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X005_Y007.png",5,7,1.64032062
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X006_Y000.png",6,0,1.64476593333333
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X006_Y001.png",6,1,1.63735707777778
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X006_Y002.png",6,2,1.54030107
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X006_Y003.png",6,3,1.565639356
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X006_Y004.png",6,4,1.58697686
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X006_Y005.png",6,5,1.610981552
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X006_Y006.png",6,6,1.48998820545455
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X006_Y007.png",6,7,1.49726235454545
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X007_Y000.png",7,0,1.64032062
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X007_Y001.png",7,1,1.64624770444444
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X007_Y002.png",7,2,1.63883884888889
1000,"/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/SED/Grp_003_SED_X007_Y003.png",7,3,1.63883884888889
