magnification,detector,image_path,tile_x,tile_y,pitch_1d_um,n_grooves,sd_grooves_um,profile_height,pitch_fft_um,fft_peak_freq,fft_snr,fft_quality,fft_peak_width_fwhm
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X000_Y000.png,0,0,1.645655,10,0.018002,0.179455,1.6491118421619015,0.008086740789222193,320.5003886274019,sub-bin,0.984375
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X000_Y001.png,0,1,1.644321,10,0.012652,0.188696,1.6505776970747932,0.008079559068097418,358.162272496433,sub-bin,0.984375
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X000_Y002.png,0,2,1.644766,9,0.013336,0.172715,1.6437687312828804,0.00811302693998319,261.9893736234692,sub-bin,0.984375
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X000_Y003.png,0,3,1.641802,9,0.016927,0.189843,1.6445682190444078,0.008109082886053201,354.15877440066856,sub-bin,0.984375
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X000_Y004.png,0,4,1.641802,9,0.014057,0.173756,1.6434979261806195,0.00811436375279879,350.083904297089,sub-bin,0.984375
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X000_Y005.png,0,5,1.643284,9,0.008891,0.189366,1.6423275604678549,0.008120146261322528,335.5267847054856,sub-bin,0.984375
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X000_Y006.png,0,6,1.641802,9,0.014057,0.185299,1.6443579637459684,0.008110119751309956,361.3599203054004,sub-bin,0.984375
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X000_Y007.png,0,7,1.638987,10,0.00984,0.191184,1.6361125106837884,0.008150992008750331,333.96100556140163,sub-bin,0.984375
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X001_Y000.png,1,0,1.645655,10,0.012884,0.176945,1.6447488528401435,0.008108192309708299,293.54075150636737,sub-bin,0.984375
1000,BED-S,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag1000_SED-BED/BED-S/Grp_003_BED-S_X001_Y001.png,1,1,1.642988,10,0.012255,0.180032,1.640644164899319,0.008128477999870485,306.48167101974406,sub-bin,0.984375
