magnification,detector,image_path,tile_x,tile_y,pitch_1d_um,n_grooves,sd_grooves_um,profile_height,pitch_fft_um,fft_peak_freq,fft_snr,fft_quality,fft_peak_width_fwhm
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y000.png,0,0,1.655138,9,0.014057,0.301443,1.6549145725205228,0.008058385744763039,215.3316365014785,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y001.png,0,1,1.650693,9,0.029654,0.305492,1.6522995318024614,0.008071139489734093,257.16369261187174,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y002.png,0,2,1.658102,9,0.022115,0.319029,1.6483593243688908,0.00809043259127129,234.4084018081874,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y003.png,0,3,1.648322,10,0.014336,0.307153,1.6535918279890574,0.008064831825044704,218.03245218933375,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y004.png,0,4,1.649656,10,0.02271,0.307563,1.6515022755010282,0.008075035800937167,253.0072829845004,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y005.png,0,5,1.647729,9,0.01899,0.273889,1.646974328530759,0.008097236106829176,231.1864367130648,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y006.png,0,6,1.644766,9,0.01886,0.282506,1.6442264303324958,0.008110768537702684,245.3764161772904,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y007.png,0,7,1.646248,9,0.015075,0.283518,1.64466867481977,0.008108587586166198,225.5003670478017,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y008.png,0,8,1.649211,9,0.025825,0.278608,1.650951932066412,0.008077727607313246,200.94240329135692,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X000_Y009.png,0,9,1.646248,9,0.011761,0.267398,1.6439268252755437,0.008112246722274102,230.6717633755806,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y000.png,1,0,1.650693,9,0.016028,0.307291,1.64717889219304,0.00809623050854218,217.0705107010496,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y001.png,1,1,1.649211,9,0.01886,0.299105,1.6563231928875166,0.008051532489109848,218.2672843610833,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y002.png,1,2,1.649211,9,0.013336,0.301046,1.6505749144131203,0.008079572689217645,257.6517411516739,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y003.png,1,3,1.646989,10,0.015717,0.295996,1.6457251219411215,0.008103382407063427,247.5075345046566,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y004.png,1,4,1.645655,10,0.019068,0.320414,1.65285836464144,0.008068410630509776,268.079680214842,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y005.png,1,5,1.644766,9,0.030556,0.283859,1.6510484367641198,0.00807725545965025,240.4065796167977,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y006.png,1,6,1.647729,9,0.017781,0.325223,1.6474829328249785,0.008094736360717584,260.9200498060373,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y007.png,1,7,1.644766,9,0.026672,0.299038,1.643729136440522,0.008113222370006067,250.679246817756,sub-bin,0.984375
750,SED,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X001_Y008.png,1,8,1.647729,9,0.01352,0.300134,1.643559177324794,0.008114061351722537,238.1562995635772,sub-bin,0.984375
